content,sentimen,aspek
Sangat memuaskan.. karna saya pernah belanja disalah satu toko di shoppe.. dan ternyata toko itu sudah banyak menlakukan penipuan.. saya laporin ke shoppe langsung.. dan toko tersebut udah lgsg diblokir.. tq shoppe.,positif,Privacy
Transaksinya aman dan murah.. Good,positif,Privacy
Cs nya sigap menyelesaikan masalah yang saya hadapi,positif,Responsiveness
Lapor CS hanya mengusulkan koneksi harus stabil dan hapus cache padahal mah emang sistemnya aja yg udh lemot buat nampung banyak fitur. Ga ada jawaban yang memuaskan.,negatif,Responsiveness
Aplikasi ini benar-benar memenuhi janjinya dalam hal kompensasi. Saya mendapatkan pengembalian dana penuh ketika pesanan saya tidak sesuai,positif,Compensation
"Tidak ada akses sama sekali untuk bisa berhubungan dengan kurir, mengsedih banget :"" :""",negatif,Contact
"Sangat membantu sekali ini apk,SUKSES SELALU SHOPEEðŸ¥°",positif,Efficiency
"Setelah menghubungi layanan pelanggan, saya mendapatkan pengembalian dana secara penuh dalam waktu singkat. Sungguh luar biasa!",positif,Compensation
"Saya memilih sistem COD, kalau sistem COD kan kita harus stand by ya di rumah. Nah alhamdulillah kalau status di aplikasi sedang dikirim dan si kurir langsung ngirim, kalau enggak ? Kita juga yang repot, harusnya ada nomor kurir jadi pembeli bisa memastikan kapannya biar tidak mengganggu kegiatan lain. Sekian.",negatif,Contact
Layanan chat di aplikasi ini sangat bermanfaat. Saya bisa berkomunikasi langsung dengan penjual untuk mendapatkan informasi tambahan sebelum memutuskan untuk membeli produk,positif,Contact
"Dengan Shopee, belanja jadi lebih mudah, murah, aman, dan selalu bikin puas.",positif,Efficiency
Sejauh ini menggunakan shoppe mempermudah dan menghemat untuk keluar rumah,positif,Efficiency
Call center tersedia terus jadi ketika sudah selesai jam kantor pun masih bisa ngehubungin klo ada kendala paket saya,positif,Contact
"Fitur fiturnya sudah bagus, cuma saat membuka aplikasi perangkat jadi panas.",positif,System Availability
Pengiriman barang cepet dan harga terjangkau dan belanja barang suai yg kita harapkan berharap jangan layan penjual yg nakal suka tipu2 yg kotak atau yg box berhadiah itu,positif,Fulfillment
"Kecewa sama shopee sekarang, loading lama banget, sering loading padahal sinyalku bagus.. Kadang sampe males",negatif,Efficiency
Aplikasinya bagus cuman sering bug dan juga setelah update video shoppe nya hitam semua nga ada gambar hanya suara aja tolong gimana ini mau lihat produk nga bisa,negatif,System Availability
"sejauh ini sih semua aman & lancar, kalo bisa saat mau ada perbaikan setidaknya ada pemberitahuan jadi tidak bikin was2 takut aja kalo dijebol orang",positif,Privacy
fungsional teknis pesanan berjalan dengan baik jadi bisa mengetahui paket sampai mana dan jika barang hilang bisa tau,positif,System Availability
"Kenapa tdk bisa menghubungi kurir hmmm, saya bingung",negatif,Contact
Penjual-penjual di aplikasi ini sangat responsif. Mereka menjawab pertanyaan saya dengan cepat dan memberikan informasi yang jelas,positif,Responsiveness
"Sejak dari dulu belanja, alhamdulillah aman karena akun saya tidak pernah diretas atau ada akun double mengatasnamakan saya… Bagus…",positif,Privacy
"top up emoney gak ke isi saldonya tapi saldo shopee pay udah kepotong, minta refund malah ditolak karena statusnya pesanan telah selesai",negatif,Compensation
"Tokonya2 lengkap, respon CS nya cepat.",positif,Responsiveness
"Keamanan harus ditingkatkan, banyak bot",negatif,Privacy
Bagus. Tapi untuk ekspedisi/kurir harus diperhatikan karena tidak mengantarkan paket sesuai alamat tujuan dengan benar (nongkrong diwarung bakso),negatif,Fulfillment
"Aplikasi e-commerce ini luar biasa! Layanan pelanggan yang responsif dan cepat tanggap, selalu menjawab pertanyaan saya dengan cepat, sukses shopeeee",positif,Responsiveness
bisa melihat riwayat pesanan jadi kalau mau membeli barang yang sama tapi lupa beli dimana bisa lewat ini dan berjalan dengan baik fiturnya,positif,System Availability
"Aplikasi penipuan. Banyak orang yg telah jadi korban penipuan. Saya merasa sangat di rugikan atas hilang nya saldo Shopee saya yg tiba""hilang begitu saja laporan juga percuma hanya di suruh menunggu dan terus menunggu. Ga ada tanggung jawabnya sama sekali.",negatif,Privacy
"Di shopee tersedia call centre 24 jam, saya jadi ga merasa was was kalau pesanan saya ada kendala",positif,Contact
Cepat pengiriman dan pemesanan ga. Pernah gagal. Makasih shopee telah memberikan kami belanja dengan mudah,positif,Fulfillment
"Produk yang dikirim dari shopee selalu bagus sesuai dengan gambar nya, dan Aku kalo belanja apa apa, selalu dari shopee, hehe",positif,Fulfillment
"Kecewa, setelah update gak bisa buka spaylatter, tidak bisa mmbka download fitur gak jalan jalanðŸ˜”",negatif,System Availability
"Sudah lebih baik sekarang,tingkat keamanan bagi Pengguna juga sudah lebih baik (terima kasih),ga terlihat seperti akun kloningan lagiðŸ˜",positif,Privacy
"Selama saya belanja lewat shopee saya merasa senang,barangnya bagus,pengirimanya tepat waktu.semoga tambah banyak pelanggan shopee....",positif,Fulfillment
"Aplikasinya sering ngebug, dan sering gagal saat melakukan pembayaran walopun udah dikeluarkan tapi tetap saja",negatif,System Availability
shopee bagus.. hanya saja banyak penjual yg nipu.. kenapa..? karena system penyelesaian tidak sempurna seperti Bukalapak.,negatif,Privacy
Awal nya saya kasih bintang 5..tp maaf saat ini saya kasih bintang 1..jujur saya kecewa pelayanan Shopee skrg.. Saya chatt operator Shopee g ada respon nya.. Mdh2 kedepan tolong di perbaiki.. Makasih,negatif,Responsiveness
"Informasi nomor telepon pusat bantuan sudah jelas diberi tahu oleh pihak shopee, saya selalu menyimpan nomor tersebut karena dapat menghubungi saat ada kendala, jadi informasinya sudah jelas gitu sudah baik",positif,Contact
"Tolong dong min,liat ekspedisi pengirimannya, baru baru ini pengiriman nya lama sekali terutama Shopee express kalo misalkan ga niat jadi ekspedisi mending bubarin aja masih banyak ekspedisi lain yg cepat(1hari sampai) selain shopee exprees",negatif,Fulfillment
"Keputusan admin shoope terlalu berpihak kenpenjual,sementara pembeli di rugikan. Penjual menjual bahan brg yg berbeda dengan deskripsi. Coba untuk proses pengembalian dana atau barang kenpenjual sesuai peraturan,tapi tidak bisa. Mungkin aplikasi yg warna hijau lebih baik.",negatif,Compensation
"Saya menghargai usaha sofi dalam memblokir akun penipu, lanjutkan",positif,Privacy
"Suka bangt belanja melalui shoppee,.custommer servis nya ramah,.aku sih yesss...!!, Klo kamu,...???",positif,Responsiveness
"Belanja mudah dan cepat, gampang di pahami serta fitur yang memuaskan",positif,Efficiency
"Kanapa ya, kya shopee ya udah lama ga saya gunakan pas saya mau gunakan seperti bisa, bru juga di buka pas mau pencarian barang langsung keluar dri aplikasi shopee secara otomatis udh brulang kli buka tetep aja keluar trs dri shopee",negatif,System Availability
"Buat pembeli yg pakai pengiriman instan, TOLONG beri no HP yg bisa ditelp. Krna tdk ada no HP yg tertera di aplikasi",negatif,Contact
"Sejauh ini, saya liat pelayanan pelanggannya bagus ya. Saya dan teman2 saya kalau bertanya selalu dijawab dgn baik oleh shopee",positif,Responsiveness
"Di shope belanja online emang murah, harga terjangkau, nyaman, data terlindungi karena saya tidak pernah ditelfon diteror atas nama shope ato bhkan ditipu",positif,Privacy
"Saya coba masukkan ulang nomer saya yg sama di kolom perubahan nomer telepon, lalu ada tulisan ""nomer yg anda masukkan sdh terdaftar."" Lucunya kl memang sdh terdaftar kan tidak bisa digunakan oleh sapapun.. Tapiiii ini bisaÂ²nya loh tibaÂ² akun lama saya hilang, dan di nomer yg sama muncul akun baru, pdhl td jelas tulisannya ""nomer sdh terdaftar"" sepertinya dihack akun saya ðŸ‘Ž",negatif,Privacy
voucher shopee food yang sudah dibeli bisa digunakan dan berfungsi jadi dapat cashback,positif,System Availability
"Kesempatan chat ke penjual sangat terbatas karena hanya melalui fitur chat saja tidak ada yang lain, hmm sedih -_-",negatif,Contact
Saya mendapatkan jawaban yang sangat informatif dan ramah dari penjual saat saya mengirimkan pertanyaan. Penjualnya benar2 peduli,positif,Responsiveness
"CS nya payah, nggak bisa ngasih solusi, jawabanya berteleÂ², bukan di intinya",negatif,Responsiveness
"Tolong kepada developer, ini pas nungguin promo flash sale sering kami tungguin belum juga 1 detik sudah di chekout banyak pengguna yang masih menggunakan bot tolong diperketatkan lagi keamanan Supaya kami dan juga orang lain disekitar bisa merasakan murah meriahnya di apk shopee belanja ini thanks from milda",negatif,Privacy
"Sangat baik ,mudah dan praktis tanpa perlu kesana kemari dengan adanya shopee ini sehingga memudahkan ketika ingin membeli sesuatu atau membutuhkan apa yang di perlukan , thank shopee",positif,Efficiency
Saya senang dengan respons yang cepat dari penjual saat saya membutuhkan bantuan atau informasi tambahan tentang produk.. good,positif,Responsiveness
"Semenjak pakek shopee saya suka sekali karna pesanan slalu tepat waktu dan slalu amanah,pokok nya g ragu dan selalu suka pakek shopee,aq juga rekomendasikan sama keluarga dan tetangga kalo beli d shopee selalu menyenangkan dan memuaskan",positif,Fulfillment
"Apk nya sih biasa aja, kek apk jual beli online umumnya, tapi kecewa sama cs nya, dichat baik-baik, kesan balesnya kek males bales chat saya gitu Baru jawab sekali udah ngomong ""udah cukup penjelasannya ya kak"" tiba-tiba chat diakhiri",negatif,Responsiveness
Saya merasa lebih percaya diri dalam bertransaksi di aplikasi ini karena ada fitur chat yang memungkinkan saya berinteraksi langsung dengan penjual atau pengguna lain,positif,Contact
"Tolong dong shopee CS nya ditingkatkan kualitasnya,, ga solutif Tier 2 nya, balasnya template bgt agennya. Entah dia paham engga masalah saya balesnya kok kek bot pdhal sy uda nunggu 3 hari. Kan sudah ada histori chat dr tier 1 nya apa ga dibaca sama agennya .",negatif,Responsiveness
"Agak kecewa beberapa hari ini, karena saya tidak bisa mengirim pesan lewat chat, selalu ada tanda seru merah, padahal sudah update, sudah clear cache, sudah log out dan log in, mohon solusinya, terimakasih",negatif,System Availability
"Saya co ke penjual, setelah sampai barangnya rusak trs saya minta pengembalian, penjualnya ancam saya ngasih bintang 5 ke produk trs dibilang dibalikin uangnya. saya ancam akan laporin tp penjualnya bilang dgn lancang kalau mau adu katanya saya kalah. Tolong Shopee ditindak! Saya bisa lapor polisi ada undang2 nya!!",negatif,Compensation
"shopee kenapa sih??udah 3 hari eror terus gak bisa checkout padahal udah di update,tolong lah diperbaiki kenapa tambah hari tambah lemot",negatif,System Availability
"Sangat membantu dan memudahkan dalam memenuhi kebutuhan secara singkat, efektif dan murah dgn kualitas yg memuaskan",positif,Efficiency
"Saya ada problem, dpt teratasi dengan baik dan dijawab",positif,Responsiveness
"Saya merasa dihargai sebagai pelanggan. Ketika pesanan saya tidak sesuai dengan yang saya harapkan, mereka mengatur pengembalian dengan lancar",positif,Compensation
Pengiriman t paket sangat lama dan aplikasi ini mementingkan barang yg mahal karena kalau yg murah dikasih lama pengiriman nya dari pada yg mahal,negatif,Fulfillment
Mohon ditingkatkan utk kenyamanan pembeli saat melakukan retur barang/dana. Pembeli order 2pcs tetapi hanya dikirim 1pcs. Saat pembeli melakukan retur ditolak oleh pihak seller. Sy sebagai pihak pembeli merasa dirugikan!!,negatif,Compensation
Respon yang cepat dari shopee saat ada masalah membuat saya merasa yakin saat berbelanja di aplikasi ini,positif,Responsiveness
"Aplikasi yang sangat buruk, chat ke penjual tidak ada yg masuk dan terkirim, padahal sudah di update ke versi terbaru.",negatif,System Availability
Ini kenapa y kok loading nya lama mau pesan / bayar juga gk bisa karena loadingnya lama ðŸ™,negatif,Efficiency
"Apps shopee skarang jadi lemot berat gak kayak dulu enak buat blanja"" sekarang internet cepat yg lemot apps nya berat.. Makin lama makin lelet dan berat ahirnya bobrok..",negatif,Efficiency
Kenapa shopee makin tahun makin turun pelayanan nya? Mungkin udah merasa dapat tempat dan pasar yg bagus ya jdi udah ga maksimal lgi pelayanan nya? CS nya di chat udah ga responsif dan CS nya cuma 1 ya dikit bgt ampe harus antri lama cuma untuk keluhan yg lama juga ditanggapi nya?,negatif,Responsiveness
Senang sekali berbelanja disini respon seller aktif.,positif,Responsiveness
semua games di shopee berjalan dengan lancar dan bisa dibuka untuk hiburan bagus hehe,positif,System Availability
"Harga terjangkau, produk komplit, pengiriman cepat, pack terjaga.",positif,Fulfillment
Keren respon tanggapan pelayanan admin,positif,Responsiveness
"Sulit untuk menemukan informasi kontak penjual, membuat pengalaman berbelanja menjadi sangat frustrasi ingin bertanya tdk bisa",negatif,Contact
"Shopee inovatif sekarang shopee ada fitur baru agar dapat voucher diskon dengan cara undang teman, saya mengundang teman dengan membagikan tautan dan tautan saya berhasil dibuka oleh teman saya akhirnya saya bisa mendapatkan voucher diskon. Sering sering ya shopee",positif,System Availability
Shopee .harga murah barang berkualitas.pengiriman cepat dan aman,positif,Fulfillment
Kurang puas dengen penjualan yang tidak sesuai dengen yang di tampilkan seperti barang yang datang beda dengan barang yang ada di gambar,negatif,Fulfillment
"Sangat membantu sekali ,bisa COD dan pembayaran menggunakan Shopee pay later,..thx u Shopee sukses selalu",positif,Efficiency
"Kemarin mengesankan banget tp sekarang kecewa berat, saldo Shopee pay aku hilang Rp 137.500, tanpa ada transaksi apapun, aku coba uninstal dulu semoga kembali saldonya, eeeeh malah akun shopee nya berubah sendiri, korbannya dah banyak ternyata, kalau saldo n akun aku kembali aku kasih bintang 5 lagi tp klu ga aku hapus shopee selamanya, yg nyuri semoga dapet azab pedih, bisa bisanya akun orang dicuri ga aman banget ih",negatif,Privacy
"Semoga kedepannya aplikasi ini lebih baik lg, keamanan akun terjamin. Pokoknya jgn sampe aplikasi ini kayak aplikasi sebelah, akun aja bisa kena hack plus aplikasi sebelah kayak memfasilitasi bnyk bgt penipunya.",positif,Privacy
"""kami sedang memuat fitur, mohon tunggu sebentar"" ini kapan masalah nya di perbaiki !!!!",negatif,System Availability
"Apk nya lumayan bagus cuma ada yg harus di perbaiki Seperti,misalnya pas lagi login kok keluar sendiri",negatif,System Availability
Shopee itu sebener nya bagus cuma kalau ada yang nanya atau komplain di chatlive nanganin masalah nya lama harus nunggu 3 hari udah gitu harus menyertakan email.,negatif,Responsiveness
Tambah parah nih app shopee m cekout ....ke pembayaran..loading..lama banget...kagk muncul-muncul.ðŸ™†ðŸ™†ðŸ™†,negatif,Efficiency
Di shopee saya merasa terjamin aman dan terpercaya,positif,Privacy
Sangat membantu dalam berbelanja segala macam barang kebutuhan dan yang kita inginkan tersedia di shoppe,positif,Efficiency
"clear cache, clear data,update versi terbaru, lalu login ulang tetap saja lemot, mau proses pesanan sampai kehabisan waktu, gak seperti toko online lain lebih ringan",negatif,Efficiency
"Aplikasinya lemot,,buat dapet nomor virtualaccount aja nunggu sampe baterai habis dulu,,baru dapet,,mau bayar aja susah,,",negatif,Efficiency
"Ada admin shope di berbagai media sosial yang bisa menjawab pertanyaan saya, jadi saya tidak takut kalo pesanan saya bermasalah",positif,Contact
"Disini semua barang yang aku pesen real pic, nggak bohong. Bagus - bagus, pesennya ada yang dari luar negri juga, salah satunya china, aku pesen barang yang korea style terus, dan barangnya nggak oernah bohong, yang penring kalian liat komen dari yang udah beli sama baca diskripsinya dulu... biar nggak sad, bintang lima.ðŸ¥¸ðŸ‘ŒðŸ‘ðŸ‘ðŸ‘ðŸ‘",positif,Fulfillment
"Makin kesini semakin makin yah shopee. Paket saya muter muter gajelas. Lokasi pengimiran di jawa tengah malah dikirimnya sampe palembang. Aduh duh. Harusnya pelayanan sih makin oke yaaa, soalnya ekspekdisi dikelola sendiri pakai jasa ""shopee express"" dan kita ga bisa milih sendiri mau pakai jasa ekspekdisi mana.",negatif,Fulfillment
